customer_id,event_type,product_view_at,add_to_cart_at,checkout_at,purchase_at,Order Date,Expected Delivery Date,signup_date,sales_rep,acquisition,country,List Price,Discount,Final Price
CUST_10492,Checkout,2025-02-20 20:00:00,2025-02-21 11:00:00,2025-02-21 17:00:00,,,,2025-02-18,Brian,Email,India,,,
CUST_10493,Checkout,2025-08-23 04:00:00,2025-08-23 10:00:00,2025-08-23 19:00:00,,,,2025-08-23,Daniel,Email,Kenya,,,
CUST_10494,Add_to_Cart,2025-05-30 21:00:00,2025-05-31 17:00:00,,,,,2025-05-28,Carol,Paid Ads,India,,,
CUST_10495,Checkout,2025-05-04 19:00:00,2025-05-05 06:00:00,2025-05-05 09:00:00,,,,2025-05-03,Daniel,Email,Kenya,,,
CUST_10496,Add_to_Cart,2025-06-30 20:00:00,2025-07-01 19:00:00,,,,,2025-06-30,Alice,Organic,India,,,
CUST_10497,Product_View,2025-08-16 15:00:00,,,,,,2025-08-15,Carol,Email,India,,,
CUST_10498,Add_to_Cart,2025-07-26 01:00:00,2025-07-27 00:00:00,,,,,2025-07-26,Brian,Email,India,,,
CUST_10499,Purchase,2025-07-17 10:00:00,2025-07-17 23:00:00,2025-07-18 04:00:00,2025-07-18 09:00:00,2025-07-18 09:00:00,2025-07-24 09:00:00,2025-07-17,Brian,Paid Ads,Kenya,122,0.27,89.06
CUST_10500,Checkout,2025-08-18 07:00:00,2025-08-19 05:00:00,2025-08-19 09:00:00,,,,2025-08-17,Daniel,Organic,India,,,
CUST_10501,Add_to_Cart,2025-11-08 17:00:00,2025-11-08 23:00:00,,,,,2025-11-08,Alice,Organic,Germany,,,
CUST_10502,Add_to_Cart,2025-03-06 23:00:00,2025-03-07 10:00:00,,,,,2025-03-06,Alice,Referral,UK,,,
CUST_10503,Checkout,2025-03-31 12:00:00,2025-03-31 22:00:00,2025-04-01 10:00:00,,,,2025-03-29,Alice,Social,UK,,,
CUST_10504,Purchase,2025-09-21 12:00:00,2025-09-22 12:00:00,2025-09-22 16:00:00,2025-09-22 19:00:00,2025-09-22 19:00:00,2025-09-28 19:00:00,2025-09-21,Alice,Referral,USA,121,0.12,106.48
CUST_10505,Product_View,2025-06-04 09:00:00,,,,,,2025-06-02,Carol,Email,UK,,,
CUST_10506,Purchase,2025-06-06 15:00:00,2025-06-07 09:00:00,2025-06-07 19:00:00,2025-06-08 00:00:00,2025-06-08 00:00:00,2025-06-14 00:00:00,2025-06-04,Eunice,Paid Ads,Kenya,159,0.07,147.87
CUST_10507,Checkout,2025-09-27 14:00:00,2025-09-27 23:00:00,2025-09-28 07:00:00,,,,2025-09-26,Brian,Social,UK,,,
CUST_10508,Product_View,2025-08-12 04:00:00,,,,,,2025-08-12,Alice,Social,Germany,,,
CUST_10509,Add_to_Cart,2025-06-16 01:00:00,2025-06-16 16:00:00,,,,,2025-06-15,Daniel,Organic,USA,,,
CUST_10510,Product_View,2025-03-09 17:00:00,,,,,,2025-03-09,Carol,Email,USA,,,
CUST_10511,Purchase,2025-03-19 21:00:00,2025-03-20 17:00:00,2025-03-20 21:00:00,2025-03-21 00:00:00,2025-03-21 00:00:00,2025-03-24 00:00:00,2025-03-17,Eunice,Referral,Germany,85,0.25,63.75
CUST_10512,Checkout,2025-12-07 11:00:00,2025-12-07 23:00:00,2025-12-08 03:00:00,,,,2025-12-06,Eunice,Referral,India,,,
CUST_10513,Product_View,2025-04-26 07:00:00,,,,,,2025-04-24,Eunice,Paid Ads,Germany,,,
CUST_10514,Purchase,2025-08-01 19:00:00,2025-08-02 05:00:00,2025-08-02 16:00:00,2025-08-02 17:00:00,2025-08-02 17:00:00,2025-08-06 17:00:00,2025-07-31,Brian,Social,UK,341,0.03,330.77
CUST_10515,Purchase,2025-09-22 17:00:00,2025-09-23 15:00:00,2025-09-23 20:00:00,2025-09-24 01:00:00,2025-09-24 01:00:00,2025-09-29 01:00:00,2025-09-20,Eunice,Social,India,127,0.11,113.03
CUST_10516,Checkout,2025-12-09 12:00:00,2025-12-09 23:00:00,2025-12-10 09:00:00,,,,2025-12-08,Carol,Organic,USA,,,
CUST_10517,Purchase,2025-08-16 03:00:00,2025-08-16 08:00:00,2025-08-16 10:00:00,2025-08-16 15:00:00,2025-08-16 15:00:00,2025-08-22 15:00:00,2025-08-14,Daniel,Email,UK,88,0.09,80.08
CUST_10518,Checkout,2025-08-25 17:00:00,2025-08-26 13:00:00,2025-08-26 16:00:00,,,,2025-08-23,Daniel,Organic,Kenya,,,
CUST_10519,Purchase,2025-11-21 02:00:00,2025-11-21 15:00:00,2025-11-22 01:00:00,2025-11-22 03:00:00,2025-11-22 03:00:00,2025-11-27 03:00:00,2025-11-21,Alice,Organic,Germany,126,0.29,89.46
CUST_10520,Checkout,2025-07-07 05:00:00,2025-07-07 13:00:00,2025-07-07 20:00:00,,,,2025-07-07,Carol,Social,UK,,,
CUST_10521,Product_View,2025-03-20 17:00:00,,,,,,2025-03-20,Eunice,Email,Kenya,,,
CUST_10522,Product_View,2025-07-06 05:00:00,,,,,,2025-07-05,Carol,Social,Germany,,,
CUST_10523,Purchase,2025-01-13 14:00:00,2025-01-14 00:00:00,2025-01-14 06:00:00,2025-01-14 09:00:00,2025-01-14 09:00:00,2025-01-20 09:00:00,2025-01-12,Alice,Social,UK,83,0.14,71.38
CUST_10524,Product_View,2025-05-15 02:00:00,,,,,,2025-05-15,Eunice,Social,UK,,,
CUST_10525,Add_to_Cart,2025-07-30 05:00:00,2025-07-30 10:00:00,,,,,2025-07-29,Carol,Social,Germany,,,
CUST_10526,Checkout,2025-02-22 20:00:00,2025-02-23 16:00:00,2025-02-23 22:00:00,,,,2025-02-20,Carol,Paid Ads,UK,,,
CUST_10527,Purchase,2025-01-16 20:00:00,2025-01-17 11:00:00,2025-01-17 23:00:00,2025-01-18 04:00:00,2025-01-18 04:00:00,2025-01-24 04:00:00,2025-01-15,Carol,Social,UK,247,0.08,227.24
CUST_10528,Checkout,2025-07-01 00:00:00,2025-07-01 10:00:00,2025-07-01 19:00:00,,,,2025-06-30,Carol,Referral,UK,,,
CUST_10529,Purchase,2025-07-05 18:00:00,2025-07-06 15:00:00,2025-07-07 01:00:00,2025-07-07 05:00:00,2025-07-07 05:00:00,2025-07-11 05:00:00,2025-07-04,Daniel,Paid Ads,Kenya,209,0.24,158.84
CUST_10530,Add_to_Cart,2025-01-23 20:00:00,2025-01-24 12:00:00,,,,,2025-01-21,Eunice,Paid Ads,Kenya,,,
CUST_10531,Purchase,2025-12-04 19:00:00,2025-12-05 16:00:00,2025-12-05 20:00:00,2025-12-05 22:00:00,2025-12-05 22:00:00,2025-12-09 22:00:00,2025-12-02,Alice,Email,India,264,0.07,245.52
CUST_10532,Purchase,2025-11-07 15:00:00,2025-11-07 16:00:00,2025-11-07 19:00:00,2025-11-07 23:00:00,2025-11-07 23:00:00,2025-11-14 23:00:00,2025-11-05,Daniel,Referral,Germany,70,0.11,62.3
CUST_10533,Product_View,2025-06-16 09:00:00,,,,,,2025-06-14,Daniel,Organic,USA,,,
CUST_10534,Product_View,2025-08-29 20:00:00,,,,,,2025-08-27,Brian,Social,India,,,
CUST_10535,Product_View,2025-05-31 20:00:00,,,,,,2025-05-31,Eunice,Organic,Kenya,,,
CUST_10536,Add_to_Cart,2025-02-21 04:00:00,2025-02-22 03:00:00,,,,,2025-02-20,Eunice,Email,Germany,,,
CUST_10537,Purchase,2025-12-18 03:00:00,2025-12-18 21:00:00,2025-12-19 09:00:00,2025-12-19 12:00:00,2025-12-19 12:00:00,2025-12-24 12:00:00,2025-12-16,Eunice,Referral,USA,445,0.08,409.4
CUST_10538,Add_to_Cart,2025-06-18 04:00:00,2025-06-19 04:00:00,,,,,2025-06-17,Daniel,Referral,Germany,,,
CUST_10539,Add_to_Cart,2025-12-04 09:00:00,2025-12-04 23:00:00,,,,,2025-12-02,Carol,Email,India,,,
CUST_10540,Purchase,2025-02-27 18:00:00,2025-02-27 23:00:00,2025-02-28 08:00:00,2025-02-28 11:00:00,2025-02-28 11:00:00,2025-03-07 11:00:00,2025-02-27,Eunice,Paid Ads,UK,140,0.12,123.2
CUST_10541,Add_to_Cart,2025-02-26 12:00:00,2025-02-27 12:00:00,,,,,2025-02-26,Daniel,Email,India,,,
CUST_10542,Checkout,2025-03-16 20:00:00,2025-03-17 06:00:00,2025-03-17 15:00:00,,,,2025-03-16,Eunice,Referral,Kenya,,,
CUST_10543,Add_to_Cart,2025-05-08 18:00:00,2025-05-08 19:00:00,,,,,2025-05-07,Daniel,Referral,UK,,,
CUST_10544,Add_to_Cart,2025-11-21 12:00:00,2025-11-22 10:00:00,,,,,2025-11-19,Alice,Referral,Kenya,,,
CUST_10545,Add_to_Cart,2025-08-04 23:00:00,2025-08-05 06:00:00,,,,,2025-08-04,Brian,Referral,Kenya,,,
CUST_10546,Purchase,2025-08-29 18:00:00,2025-08-29 22:00:00,2025-08-30 07:00:00,2025-08-30 12:00:00,2025-08-30 12:00:00,2025-09-05 12:00:00,2025-08-27,Alice,Organic,India,422,0.06,396.68
CUST_10547,Product_View,2025-10-14 08:00:00,,,,,,2025-10-14,Brian,Social,Kenya,,,
CUST_10548,Product_View,2025-10-26 13:00:00,,,,,,2025-10-26,Brian,Email,USA,,,
CUST_10549,Product_View,2025-05-20 19:00:00,,,,,,2025-05-20,Brian,Social,USA,,,
CUST_10550,Checkout,2025-10-15 07:00:00,2025-10-15 10:00:00,2025-10-15 16:00:00,,,,2025-10-15,Alice,Organic,Germany,,,
CUST_10551,Purchase,2025-05-21 20:00:00,2025-05-21 22:00:00,2025-05-22 02:00:00,2025-05-22 04:00:00,2025-05-22 04:00:00,2025-05-25 04:00:00,2025-05-19,Alice,Social,USA,195,0.21,154.05
CUST_10552,Purchase,2025-12-02 10:00:00,2025-12-03 03:00:00,2025-12-03 09:00:00,2025-12-03 10:00:00,2025-12-03 10:00:00,2025-12-06 10:00:00,2025-12-01,Carol,Email,India,78,0.21,61.62
CUST_10553,Checkout,2025-03-30 04:00:00,2025-03-31 01:00:00,2025-03-31 03:00:00,,,,2025-03-30,Carol,Social,UK,,,
CUST_10554,Product_View,2025-01-10 09:00:00,,,,,,2025-01-10,Alice,Organic,Kenya,,,
CUST_10555,Product_View,2025-05-31 09:00:00,,,,,,2025-05-31,Alice,Social,UK,,,
CUST_10556,Checkout,2025-06-24 13:00:00,2025-06-24 15:00:00,2025-06-24 17:00:00,,,,2025-06-23,Brian,Email,Germany,,,
CUST_10557,Add_to_Cart,2025-03-14 14:00:00,2025-03-14 16:00:00,,,,,2025-03-12,Daniel,Referral,USA,,,
CUST_10558,Product_View,2025-12-30 15:00:00,,,,,,2025-12-28,Brian,Organic,USA,,,
CUST_10559,Purchase,2025-04-11 04:00:00,2025-04-11 15:00:00,2025-04-11 19:00:00,2025-04-11 21:00:00,2025-04-11 21:00:00,2025-04-16 21:00:00,2025-04-10,Alice,Paid Ads,USA,212,0.18,173.84
CUST_10560,Purchase,2025-12-25 12:00:00,2025-12-26 03:00:00,2025-12-26 04:00:00,2025-12-26 06:00:00,2025-12-26 06:00:00,2025-12-30 06:00:00,2025-12-24,Carol,Paid Ads,Germany,222,0.22,173.16
CUST_10561,Add_to_Cart,2025-02-04 18:00:00,2025-02-05 17:00:00,,,,,2025-02-02,Carol,Email,India,,,
CUST_10562,Checkout,2025-06-05 09:00:00,2025-06-06 03:00:00,2025-06-06 07:00:00,,,,2025-06-04,Carol,Email,UK,,,
CUST_10563,Add_to_Cart,2025-02-24 23:00:00,2025-02-25 18:00:00,,,,,2025-02-22,Eunice,Email,USA,,,
CUST_10564,Add_to_Cart,2025-07-06 21:00:00,2025-07-07 11:00:00,,,,,2025-07-06,Daniel,Social,Germany,,,
CUST_10565,Checkout,2025-01-02 00:00:00,2025-01-03 00:00:00,2025-01-03 11:00:00,,,,2025-01-01,Alice,Email,India,,,
CUST_10566,Product_View,2025-08-19 15:00:00,,,,,,2025-08-19,Eunice,Referral,UK,,,
CUST_10567,Purchase,2025-03-08 21:00:00,2025-03-09 15:00:00,2025-03-10 01:00:00,2025-03-10 04:00:00,2025-03-10 04:00:00,2025-03-14 04:00:00,2025-03-07,Eunice,Referral,Kenya,83,0.09,75.53
CUST_10568,Purchase,2025-04-04 11:00:00,2025-04-04 23:00:00,2025-04-05 03:00:00,2025-04-05 08:00:00,2025-04-05 08:00:00,2025-04-08 08:00:00,2025-04-04,Carol,Social,UK,296,0.14,254.56
CUST_10569,Product_View,2025-01-17 20:00:00,,,,,,2025-01-17,Alice,Paid Ads,USA,,,
CUST_10570,Product_View,2025-07-08 15:00:00,,,,,,2025-07-07,Eunice,Referral,Germany,,,
CUST_10571,Add_to_Cart,2025-05-20 11:00:00,2025-05-20 18:00:00,,,,,2025-05-18,Daniel,Social,Kenya,,,
CUST_10572,Product_View,2025-05-15 14:00:00,,,,,,2025-05-13,Eunice,Email,USA,,,
CUST_10573,Purchase,2025-05-07 06:00:00,2025-05-07 16:00:00,2025-05-07 22:00:00,2025-05-08 01:00:00,2025-05-08 01:00:00,2025-05-12 01:00:00,2025-05-07,Daniel,Email,USA,198,0.07,184.14
CUST_10574,Purchase,2025-01-09 14:00:00,2025-01-09 18:00:00,2025-01-09 19:00:00,2025-01-09 20:00:00,2025-01-09 20:00:00,2025-01-12 20:00:00,2025-01-09,Carol,Paid Ads,USA,420,0.06,394.8
CUST_10575,Add_to_Cart,2025-12-09 09:00:00,2025-12-09 13:00:00,,,,,2025-12-08,Eunice,Organic,USA,,,
CUST_10576,Purchase,2025-08-12 02:00:00,2025-08-12 05:00:00,2025-08-12 16:00:00,2025-08-12 17:00:00,2025-08-12 17:00:00,2025-08-19 17:00:00,2025-08-11,Alice,Email,USA,168,0.02,164.64
CUST_10577,Product_View,2025-05-25 20:00:00,,,,,,2025-05-23,Alice,Social,India,,,
CUST_10578,Checkout,2025-04-13 06:00:00,2025-04-13 21:00:00,2025-04-14 04:00:00,,,,2025-04-13,Brian,Email,Germany,,,
CUST_10579,Add_to_Cart,2025-09-13 16:00:00,2025-09-13 23:00:00,,,,,2025-09-11,Daniel,Social,UK,,,
CUST_10580,Purchase,2025-11-04 05:00:00,2025-11-04 23:00:00,2025-11-05 09:00:00,2025-11-05 10:00:00,2025-11-05 10:00:00,2025-11-11 10:00:00,2025-11-02,Alice,Email,USA,252,0.2,201.6
CUST_10581,Purchase,2025-04-26 02:00:00,2025-04-26 21:00:00,2025-04-27 01:00:00,2025-04-27 06:00:00,2025-04-27 06:00:00,2025-04-30 06:00:00,2025-04-24,Carol,Email,Germany,147,0.19,119.07
CUST_10582,Checkout,2025-08-29 06:00:00,2025-08-30 00:00:00,2025-08-30 02:00:00,,,,2025-08-29,Alice,Social,USA,,,
CUST_10583,Product_View,2025-03-22 09:00:00,,,,,,2025-03-20,Alice,Organic,USA,,,
CUST_10584,Product_View,2025-07-26 15:00:00,,,,,,2025-07-26,Daniel,Email,Germany,,,
CUST_10585,Product_View,2025-09-04 20:00:00,,,,,,2025-09-02,Alice,Paid Ads,Kenya,,,
CUST_10586,Purchase,2025-02-16 12:00:00,2025-02-17 10:00:00,2025-02-17 21:00:00,2025-02-18 00:00:00,2025-02-18 00:00:00,2025-02-21 00:00:00,2025-02-15,Brian,Referral,Germany,261,0.17,216.63
CUST_10587,Product_View,2025-03-05 20:00:00,,,,,,2025-03-03,Alice,Social,UK,,,
CUST_10588,Checkout,2025-02-20 16:00:00,2025-02-21 14:00:00,2025-02-22 00:00:00,,,,2025-02-18,Daniel,Paid Ads,Kenya,,,
CUST_10589,Checkout,2025-04-20 17:00:00,2025-04-21 05:00:00,2025-04-21 13:00:00,,,,2025-04-18,Brian,Organic,Germany,,,
CUST_10590,Purchase,2025-02-20 18:00:00,2025-02-20 21:00:00,2025-02-21 05:00:00,2025-02-21 07:00:00,2025-02-21 07:00:00,2025-02-28 07:00:00,2025-02-19,Daniel,Email,Germany,325,0.3,227.5
CUST_10591,Add_to_Cart,2025-09-06 12:00:00,2025-09-07 12:00:00,,,,,2025-09-04,Brian,Email,Germany,,,
CUST_10592,Purchase,2025-07-20 10:00:00,2025-07-21 04:00:00,2025-07-21 11:00:00,2025-07-21 16:00:00,2025-07-21 16:00:00,2025-07-24 16:00:00,2025-07-18,Eunice,Email,Germany,115,0.07,106.95
CUST_10593,Checkout,2025-08-16 11:00:00,2025-08-16 20:00:00,2025-08-17 05:00:00,,,,2025-08-16,Eunice,Email,Germany,,,
CUST_10594,Add_to_Cart,2025-08-05 10:00:00,2025-08-05 23:00:00,,,,,2025-08-03,Daniel,Email,Kenya,,,
CUST_10595,Add_to_Cart,2025-03-10 00:00:00,2025-03-10 10:00:00,,,,,2025-03-07,Brian,Social,UK,,,
CUST_10596,Add_to_Cart,2025-05-26 08:00:00,2025-05-27 06:00:00,,,,,2025-05-25,Eunice,Social,Kenya,,,
CUST_10597,Purchase,2025-09-27 16:00:00,2025-09-28 16:00:00,2025-09-29 03:00:00,2025-09-29 09:00:00,2025-09-29 09:00:00,2025-10-04 09:00:00,2025-09-25,Carol,Email,India,474,0.3,331.8
CUST_10598,Checkout,2025-10-28 08:00:00,2025-10-28 13:00:00,2025-10-29 01:00:00,,,,2025-10-28,Eunice,Organic,USA,,,
CUST_10599,Product_View,2025-12-09 04:00:00,,,,,,2025-12-09,Alice,Referral,Germany,,,
CUST_10600,Checkout,2025-09-15 10:00:00,2025-09-16 05:00:00,2025-09-16 11:00:00,,,,2025-09-13,Carol,Organic,India,,,
CUST_10601,Purchase,2025-04-05 18:00:00,2025-04-06 06:00:00,2025-04-06 11:00:00,2025-04-06 17:00:00,2025-04-06 17:00:00,2025-04-10 17:00:00,2025-04-04,Alice,Paid Ads,USA,469,0.21,370.51
CUST_10602,Add_to_Cart,2025-02-11 23:00:00,2025-02-12 11:00:00,,,,,2025-02-09,Daniel,Social,Kenya,,,
CUST_10603,Checkout,2025-12-07 15:00:00,2025-12-08 04:00:00,2025-12-08 13:00:00,,,,2025-12-05,Alice,Social,UK,,,
CUST_10604,Product_View,2025-08-26 13:00:00,,,,,,2025-08-25,Alice,Paid Ads,UK,,,
CUST_10605,Product_View,2025-01-09 12:00:00,,,,,,2025-01-07,Alice,Social,India,,,
CUST_10606,Add_to_Cart,2025-01-22 11:00:00,2025-01-22 14:00:00,,,,,2025-01-20,Daniel,Organic,India,,,
CUST_10607,Product_View,2025-11-07 20:00:00,,,,,,2025-11-06,Daniel,Organic,India,,,
CUST_10608,Add_to_Cart,2025-11-25 20:00:00,2025-11-26 12:00:00,,,,,2025-11-25,Carol,Social,USA,,,
CUST_10609,Add_to_Cart,2025-07-13 05:00:00,2025-07-14 02:00:00,,,,,2025-07-13,Alice,Referral,Kenya,,,
CUST_10610,Add_to_Cart,2025-12-28 02:00:00,2025-12-28 10:00:00,,,,,2025-12-27,Eunice,Paid Ads,Germany,,,
CUST_10611,Purchase,2025-08-31 15:00:00,2025-08-31 22:00:00,2025-09-01 10:00:00,2025-09-01 14:00:00,2025-09-01 14:00:00,2025-09-08 14:00:00,2025-08-30,Brian,Paid Ads,Germany,490,0.22,382.2
CUST_10612,Purchase,2025-04-22 13:00:00,2025-04-23 05:00:00,2025-04-23 09:00:00,2025-04-23 12:00:00,2025-04-23 12:00:00,2025-04-26 12:00:00,2025-04-21,Eunice,Social,India,456,0.1,410.4
CUST_10613,Product_View,2025-03-27 15:00:00,,,,,,2025-03-27,Carol,Email,USA,,,
CUST_10614,Checkout,2025-01-09 19:00:00,2025-01-10 10:00:00,2025-01-10 13:00:00,,,,2025-01-08,Carol,Social,Germany,,,
CUST_10615,Product_View,2025-11-29 00:00:00,,,,,,2025-11-26,Carol,Email,USA,,,
CUST_10616,Purchase,2025-03-23 13:00:00,2025-03-24 05:00:00,2025-03-24 13:00:00,2025-03-24 15:00:00,2025-03-24 15:00:00,2025-03-31 15:00:00,2025-03-23,Brian,Referral,UK,204,0.3,142.8
CUST_10617,Add_to_Cart,2025-04-01 08:00:00,2025-04-02 02:00:00,,,,,2025-04-01,Daniel,Paid Ads,UK,,,
CUST_10618,Add_to_Cart,2025-10-05 23:00:00,2025-10-06 06:00:00,,,,,2025-10-03,Carol,Paid Ads,Kenya,,,
CUST_10619,Product_View,2025-12-09 12:00:00,,,,,,2025-12-07,Alice,Paid Ads,Kenya,,,
CUST_10620,Add_to_Cart,2025-02-28 16:00:00,2025-03-01 03:00:00,,,,,2025-02-28,Brian,Paid Ads,Germany,,,
CUST_10621,Checkout,2025-04-25 17:00:00,2025-04-25 23:00:00,2025-04-26 09:00:00,,,,2025-04-24,Eunice,Referral,Germany,,,
CUST_10622,Product_View,2025-01-29 21:00:00,,,,,,2025-01-29,Daniel,Email,Kenya,,,
CUST_10623,Product_View,2025-08-12 19:00:00,,,,,,2025-08-11,Carol,Referral,UK,,,
CUST_10624,Product_View,2025-09-12 21:00:00,,,,,,2025-09-11,Eunice,Social,USA,,,
CUST_10625,Add_to_Cart,2025-07-29 00:00:00,2025-07-29 12:00:00,,,,,2025-07-28,Brian,Paid Ads,India,,,
CUST_10626,Add_to_Cart,2025-06-27 01:00:00,2025-06-27 02:00:00,,,,,2025-06-27,Alice,Paid Ads,India,,,
CUST_10627,Checkout,2025-09-24 07:00:00,2025-09-24 15:00:00,2025-09-24 17:00:00,,,,2025-09-24,Alice,Email,Germany,,,
CUST_10628,Add_to_Cart,2025-10-17 22:00:00,2025-10-18 11:00:00,,,,,2025-10-15,Brian,Social,UK,,,
CUST_10629,Add_to_Cart,2025-02-11 19:00:00,2025-02-12 05:00:00,,,,,2025-02-11,Brian,Social,UK,,,
CUST_10630,Product_View,2025-02-13 05:00:00,,,,,,2025-02-12,Carol,Referral,UK,,,
CUST_10631,Add_to_Cart,2025-04-29 22:00:00,2025-04-30 10:00:00,,,,,2025-04-29,Daniel,Organic,Kenya,,,
CUST_10632,Add_to_Cart,2025-06-15 01:00:00,2025-06-15 23:00:00,,,,,2025-06-15,Brian,Referral,Kenya,,,
CUST_10633,Add_to_Cart,2025-08-10 04:00:00,2025-08-11 02:00:00,,,,,2025-08-09,Daniel,Referral,Kenya,,,
CUST_10634,Purchase,2025-08-01 20:00:00,2025-08-02 01:00:00,2025-08-02 07:00:00,2025-08-02 09:00:00,2025-08-02 09:00:00,2025-08-05 09:00:00,2025-07-31,Carol,Organic,India,364,0.11,323.96
CUST_10635,Add_to_Cart,2025-04-12 06:00:00,2025-04-13 05:00:00,,,,,2025-04-11,Alice,Organic,India,,,
CUST_10636,Product_View,2025-10-28 16:00:00,,,,,,2025-10-28,Alice,Email,USA,,,
CUST_10637,Checkout,2025-06-15 00:00:00,2025-06-15 03:00:00,2025-06-15 13:00:00,,,,2025-06-12,Eunice,Email,Kenya,,,
CUST_10638,Product_View,2025-03-16 13:00:00,,,,,,2025-03-14,Eunice,Social,Germany,,,
CUST_10639,Checkout,2025-04-26 01:00:00,2025-04-26 10:00:00,2025-04-26 22:00:00,,,,2025-04-26,Alice,Organic,Kenya,,,
CUST_10640,Add_to_Cart,2025-03-13 20:00:00,2025-03-14 18:00:00,,,,,2025-03-12,Daniel,Referral,USA,,,
CUST_10641,Checkout,2025-07-07 18:00:00,2025-07-08 08:00:00,2025-07-08 16:00:00,,,,2025-07-07,Carol,Social,UK,,,
CUST_10642,Purchase,2025-04-14 20:00:00,2025-04-15 01:00:00,2025-04-15 07:00:00,2025-04-15 13:00:00,2025-04-15 13:00:00,2025-04-19 13:00:00,2025-04-12,Daniel,Email,India,422,0.1,379.8
CUST_10643,Add_to_Cart,2025-01-06 19:00:00,2025-01-06 20:00:00,,,,,2025-01-06,Carol,Referral,UK,,,
CUST_10644,Checkout,2025-09-10 10:00:00,2025-09-11 01:00:00,2025-09-11 02:00:00,,,,2025-09-08,Carol,Referral,India,,,
CUST_10645,Checkout,2025-06-24 05:00:00,2025-06-24 11:00:00,2025-06-24 23:00:00,,,,2025-06-24,Alice,Email,Germany,,,
CUST_10646,Purchase,2025-08-23 15:00:00,2025-08-23 17:00:00,2025-08-24 04:00:00,2025-08-24 08:00:00,2025-08-24 08:00:00,2025-08-27 08:00:00,2025-08-23,Carol,Organic,UK,460,0.24,349.6
CUST_10647,Product_View,2025-12-27 03:00:00,,,,,,2025-12-26,Carol,Referral,Germany,,,
CUST_10648,Product_View,2025-08-03 05:00:00,,,,,,2025-08-02,Brian,Email,Kenya,,,
CUST_10649,Product_View,2025-09-08 18:00:00,,,,,,2025-09-07,Alice,Paid Ads,India,,,
CUST_10650,Purchase,2025-07-27 14:00:00,2025-07-28 07:00:00,2025-07-28 18:00:00,2025-07-28 20:00:00,2025-07-28 20:00:00,2025-08-04 20:00:00,2025-07-25,Daniel,Social,USA,368,0.24,279.68
CUST_10651,Checkout,2025-03-22 13:00:00,2025-03-22 18:00:00,2025-03-23 06:00:00,,,,2025-03-20,Brian,Paid Ads,Germany,,,
CUST_10652,Checkout,2025-02-11 14:00:00,2025-02-12 14:00:00,2025-02-13 02:00:00,,,,2025-02-10,Carol,Email,Kenya,,,
CUST_10653,Checkout,2025-11-24 00:00:00,2025-11-24 08:00:00,2025-11-24 18:00:00,,,,2025-11-21,Carol,Referral,UK,,,
CUST_10654,Purchase,2025-12-24 01:00:00,2025-12-24 05:00:00,2025-12-24 17:00:00,2025-12-24 21:00:00,2025-12-24 21:00:00,2025-12-28 21:00:00,2025-12-24,Eunice,Email,UK,163,0.04,156.48
CUST_10655,Add_to_Cart,2025-05-18 18:00:00,2025-05-19 17:00:00,,,,,2025-05-16,Brian,Social,India,,,
CUST_10656,Purchase,2025-11-18 20:00:00,2025-11-19 19:00:00,2025-11-20 07:00:00,2025-11-20 12:00:00,2025-11-20 12:00:00,2025-11-25 12:00:00,2025-11-17,Alice,Social,Germany,349,0.19,282.69
CUST_10657,Purchase,2025-05-27 08:00:00,2025-05-28 01:00:00,2025-05-28 12:00:00,2025-05-28 15:00:00,2025-05-28 15:00:00,2025-05-31 15:00:00,2025-05-26,Carol,Referral,UK,93,0.12,81.84
CUST_10658,Add_to_Cart,2025-02-23 06:00:00,2025-02-23 08:00:00,,,,,2025-02-23,Carol,Referral,USA,,,
CUST_10659,Add_to_Cart,2025-02-17 22:00:00,2025-02-18 22:00:00,,,,,2025-02-16,Alice,Email,Kenya,,,
CUST_10660,Product_View,2025-12-14 15:00:00,,,,,,2025-12-14,Eunice,Organic,Germany,,,
CUST_10661,Product_View,2025-02-10 02:00:00,,,,,,2025-02-10,Brian,Paid Ads,UK,,,
CUST_10662,Checkout,2025-09-08 12:00:00,2025-09-09 03:00:00,2025-09-09 10:00:00,,,,2025-09-06,Brian,Organic,India,,,
CUST_10663,Checkout,2025-08-21 00:00:00,2025-08-21 18:00:00,2025-08-21 20:00:00,,,,2025-08-18,Carol,Referral,Germany,,,
CUST_10664,Product_View,2025-09-11 23:00:00,,,,,,2025-09-10,Daniel,Paid Ads,Kenya,,,
CUST_10665,Checkout,2025-01-13 16:00:00,2025-01-14 00:00:00,2025-01-14 07:00:00,,,,2025-01-13,Eunice,Email,Germany,,,
CUST_10666,Product_View,2025-11-13 12:00:00,,,,,,2025-11-11,Brian,Referral,USA,,,
CUST_10667,Add_to_Cart,2025-10-03 05:00:00,2025-10-04 02:00:00,,,,,2025-10-03,Brian,Organic,Germany,,,
CUST_10668,Purchase,2025-05-27 17:00:00,2025-05-28 16:00:00,2025-05-29 04:00:00,2025-05-29 08:00:00,2025-05-29 08:00:00,2025-06-02 08:00:00,2025-05-25,Daniel,Paid Ads,India,304,0.13,264.48
CUST_10669,Add_to_Cart,2025-02-24 17:00:00,2025-02-25 00:00:00,,,,,2025-02-23,Daniel,Email,USA,,,
